symbol,entrez,BRO-score (product),BRO-score (ABA6-2013),BRO-score (Kang-2011),cell-cell signaling,synaptic transmission,neuron differentiation,neuron projection development,generation of neurons,axon development,neuron development
CENPN,55839,0.00659367,0.188439,0.0349911,,,,,,,
C19orf54,284325,0.00659266,0.112231,0.0587419,,,,,,,
NMB,4828,0.00659206,0.127691,0.0516251,X,,,,,,
SIRT2,22933,0.00659137,0.123875,0.0532098,,,,,X,,
ABCA4,24,0.00659009,0.0601007,0.109651,,,,,,,
HUS1,3364,0.00658842,0.0738717,0.0891873,,,,,,,
CCDC23,374969,0.00658767,0.22414,0.0293908,,,,,,,
KBTBD6,89890,0.00658562,0.081023,0.0812808,,,,,,,
COX6C,1345,0.006584,0.236336,0.0278586,,,,,,,
RAB3IL1,5866,0.00658381,0.164164,0.0401052,,,,,,,
DAPK3,1613,0.00658288,0.0787578,0.0835838,,,X,,X,,
FDX1,2230,0.00658223,0.110069,0.0598009,,,,,,,
CDS1,1040,0.00657238,0.0928276,0.070802,,,,,,,
HARS2,23438,0.00657105,0.0975613,0.067353,,,,,,,
TRAP1,10131,0.00656977,0.0962797,0.0682363,,,,,,,
PIN1P1,5301,0.00656753,0.0751748,0.0873635,,,,,,,
MPLKIP,136647,0.0065662,0.0696469,0.0942784,,,,,,,
CCDC84,338657,0.00656615,0.143455,0.0457716,,,,,,,
SUGT1,10910,0.00656612,0.129946,0.0505295,,,,,,,
HIST1H2BA,255626,0.0065627,0.0670269,0.0979115,,,,,,,
PIK3C2B,5287,0.00656071,0.0547557,0.119818,,,,,,,
NFATC1,4772,0.00655399,0.0866555,0.0756327,,,,,,,
PPIL2,23759,0.00655333,0.17535,0.0373729,,,,,,,
DLG1,1739,0.00655218,0.0439447,0.1491,X,X,X,X,X,X,X
TDRD3,81550,0.00655112,0.0599517,0.109273,,,,,,,
FAIM,55179,0.00654678,0.109296,0.0598995,,,,,,,
WISP2,8839,0.00654617,0.132805,0.0492916,X,,,,,,
SLC7A5,8140,0.00654451,0.082102,0.079712,,,,,,,
TMEM69,51249,0.00654341,0.147404,0.0443909,,,,,,,
UMPS,7372,0.00654258,0.041951,0.155958,,,,,,,
ABCC3,8714,0.00654179,0.0588701,0.111122,,,,,,,
COX7A1,1346,0.00653638,0.112405,0.0581505,,,,,,,
MTMR1,8776,0.00653475,0.0545289,0.11984,,,,,,,
EIF2AK4,440275,0.00653273,0.254269,0.0256922,,,,,,,
TTLL12,23170,0.00652544,0.0936715,0.069663,,,,,,,
AGTR2,186,0.00652497,0.0686812,0.0950037,X,,,,,,
GPR153,387509,0.00652374,0.0228506,0.285496,,,,,,,
TBL1XR1,79718,0.00652203,0.105901,0.0615861,,,,,,,
CLN5,1203,0.00652143,0.0491846,0.132591,,,X,,X,,X
DNM1L,10059,0.00651607,0.125889,0.0517603,,,,,,,
INHA,3623,0.00651218,0.0921438,0.0706741,X,,,,,,
HTATSF1,27336,0.00651178,0.0426234,0.152775,,,,,,,
ZDHHC14,79683,0.00651054,0.0458662,0.141946,,,,,,,
FLYWCH1,84256,0.00650956,0.071632,0.0908751,,,,,,,
SDCCAG8,10806,0.00650857,0.106943,0.0608602,,,,,,,
C5orf15,56951,0.00650764,0.127488,0.051045,,,,,,,
OPA3,80207,0.0065063,0.285386,0.0227983,,,,,,,
NXT1,29107,0.0065027,0.228026,0.0285174,,,,,,,
CHMP4A,29082,0.00649833,0.119714,0.054282,,,,,,,
SFXN1,94081,0.0064983,0.106409,0.061069,,,,,,,
MED26,9441,0.0064974,0.205295,0.0316491,,,,,,,
LGI4,163175,0.00649406,0.151313,0.0429181,,,X,,X,,X
C19orf70,125988,0.00649354,0.19711,0.0329437,,,,,,,
SLC35E4,339665,0.00649113,0.191756,0.0338509,,,,,,,
PCDHB16,57717,0.00649082,0.0711104,0.091278,X,X,,,,,
RABGEF1,27342,0.00648849,0.0490232,0.132355,,,,,,,
GLA,2717,0.0064838,0.0869775,0.0745457,,,,,,,
SRPR,6734,0.00647886,0.142273,0.0455382,,,,,,,
KCNE2,9992,0.00647854,0.131113,0.049412,,,,,,,
DNAJC2,27000,0.00647465,0.180748,0.0358214,,,,,,,
IWS1,55677,0.00647316,0.0591676,0.109404,,,,,,,
KLK5,25818,0.0064724,0.0866749,0.0746744,,,,,,,
PDE6H,5149,0.00647172,0.127378,0.0508071,,,,,,,
C11orf46,120534,0.00647156,0.0783233,0.0826263,,,,,,,
APOBEC1,339,0.006471,0.0673741,0.0960459,,,,,,,
FGFR2,2263,0.00647034,0.115017,0.0562556,X,X,X,X,X,X,X
MMP27,64066,0.00646913,0.0748781,0.0863955,,,,,,,
PLEKHA4,57664,0.00646532,0.209012,0.0309327,,,,,,,
SMAD9,4093,0.00646402,0.0627591,0.102997,,,,,,,
DNAJA4,55466,0.00646124,0.217699,0.0296797,,,,,,,
TIMM8B,26521,0.0064612,0.159893,0.0404096,,,,,,,
TSLP,85480,0.00645867,0.0811097,0.0796288,,,,,,,
SPN,6693,0.006455,0.186719,0.0345706,,,,,,,
RWDD4,201965,0.00645459,0.164638,0.0392048,,,,,,,
SMURF2,64750,0.0064521,0.040817,0.158074,,,,,,,
DMKN,93099,0.00645158,0.0934341,0.0690495,,,,,,,
CCNG1,900,0.00644988,0.0945946,0.0681844,,,,,,,
USP7,7874,0.00644915,0.0815162,0.079115,,,,,,,
NAGS,162417,0.0064446,0.191227,0.0337013,,,,,,,
XAB2,56949,0.00644219,0.0610412,0.105538,,,,,,,
AP5M1,55745,0.0064419,0.0895642,0.071925,,,,,,,
C20orf141,128653,0.00643997,0.127008,0.0507054,,,,,,,
INTS1,26173,0.00643988,0.0826908,0.077879,,,,,,,
PSG1,5669,0.00643651,0.0702554,0.0916159,,,,,,,
NARG2,79664,0.00643352,0.068613,0.0937653,,,,,,,
ZHX2,22882,0.00642441,0.0498324,0.12892,,,X,,X,,
ZC3H15,55854,0.00642116,0.0705028,0.0910766,,,,,,,
CLTB,1212,0.00641971,0.0902527,0.0711304,,,,,,,
IL10RB,3588,0.00641712,0.13183,0.0486772,,,,,,,
MCM3AP,8888,0.00641231,0.0924824,0.0693355,,,,,,,
TMEM217,221468,0.00641203,0.12976,0.0494144,,,,,,,
WBP2NL,164684,0.00641065,0.0747797,0.0857271,,,,,,,
RHOT1,55288,0.00640637,0.07678,0.0834381,,,,,,,
OR4K14,122740,0.00640619,0.0762433,0.084023,,,,,,,
ZSCAN22,342945,0.00640559,0.101351,0.0632022,,,,,,,
UNC119B,84747,0.0064021,0.0744003,0.0860494,,,,,,,
CXCL1,2919,0.00640204,0.0759566,0.0842855,,,,,,,
ZNF280C,55609,0.00639875,0.0885157,0.0722894,,,,,,,
DPYSL2,1808,0.00639617,0.0603366,0.106008,X,X,X,X,X,X,X
TBC1D22B,55633,0.00639515,0.0781549,0.0818266,,,,,,,
AGTR1,185,0.00639478,0.0667042,0.0958678,,,,,,,
HIST1H2AM,8336,0.00639402,0.11761,0.0543663,,,,,,,
THAP5,168451,0.00639381,0.0638138,0.100195,,,,,,,
THOP1,7064,0.00639153,0.0941503,0.0678865,,,,,,,
ITGB3,3690,0.00638968,0.103573,0.0616927,,,X,X,X,X,X
TNNC1,7134,0.00638692,0.175509,0.0363908,,,,,,,
PRSS55,203074,0.00638568,0.121731,0.0524573,,,,,,,
GRPEL1,80273,0.00638485,0.250822,0.0254557,,,,,,,
RPN2,6185,0.00638326,0.095803,0.066629,,,,,,,
SFTPD,6441,0.00638248,0.107918,0.0591417,,,,,,,
KIF22,3835,0.00638231,0.0593785,0.107485,,,,,,,
BEND6,221336,0.00638067,0.0582685,0.109505,,,X,,X,,
IL31RA,133396,0.00638048,0.067907,0.0939592,,,,,,,
MCRS1,10445,0.00637876,0.05309,0.12015,,,,,,,
CYP21A2,1589,0.00637531,0.137373,0.0464089,,,,,,,
FER1L6-AS2,157376,0.00637522,0.0511321,0.124681,,,,,,,
ICT1,3396,0.00637463,0.187281,0.0340378,,,,,,,
PLA2G1B,5319,0.00637254,0.0964529,0.0660689,,,,,,,
RBM23,55147,0.00637201,0.0562426,0.113295,,,,,,,
RPL5,6125,0.00636828,0.154146,0.0413132,,,,,,,
ABCC6,368,0.00636827,0.127721,0.0498608,,,,,,,
TAF1B,9014,0.00636675,0.0812935,0.0783181,,,,,,,
FAM173B,134145,0.00636659,0.130296,0.0488627,,,,,,,
PIK3AP1,118788,0.00636616,0.11513,0.0552952,,,,,,,
ATL3,25923,0.00636537,0.126219,0.0504311,,,,,,,
CHP2,63928,0.00636203,0.306999,0.0207233,,,,,,,
ZNF616,90317,0.00636166,0.0506092,0.125702,,,,,,,
PTPRD,5789,0.00635976,0.10405,0.0611223,,,X,X,X,,X
SPATA1,100505741,0.00635776,0.12029,0.0528536,,,,,,,
CABS1,85438,0.00635351,0.0831391,0.0764202,,,,,,,
CTBP1,1487,0.00635182,0.0459073,0.138362,,,,,,,
NCBP1,4686,0.00635171,0.0518879,0.122412,,,,,,,
PGR,5241,0.00635152,0.0865148,0.0734154,X,,,,,,
GTF2H5,404672,0.00634978,0.288558,0.0220052,,,,,,,
GSR,2936,0.0063493,0.0570551,0.111284,,,,,,,
FAM172A,83989,0.00634619,0.11342,0.0559527,,,,,,,
C2orf69,205327,0.00634609,0.162829,0.0389739,,,,,,,
PCNA,5111,0.00634506,0.144329,0.0439625,,,,,,,
REM2,161253,0.00634346,0.0264421,0.2399,,,,,,,
TCEANC2,127428,0.00633935,0.0856191,0.0740413,,,,,,,
ZFPM1,161882,0.00633501,0.0540313,0.117247,,,,,,,
NIPSNAP3B,55335,0.00633499,0.0636077,0.0995947,,,,,,,
SCGB1A1,7356,0.00633417,0.127074,0.0498464,,,,,,,
NMUR2,56923,0.00633007,0.0651803,0.0971162,X,X,,,,,
DHX37,57647,0.00632633,0.235035,0.0269166,,,,,,,
ZNF280B,140883,0.00632541,0.0763651,0.0828311,,,,,,,
AXDND1,126859,0.006325,0.0658692,0.0960236,,,,,,,
KLF12,11278,0.00632373,0.0443275,0.142659,,,,,,,
DLK1,8788,0.0063206,0.0766973,0.0824097,,,,,,,
PDK1,5163,0.00631895,0.0797758,0.0792088,,,,,,,
EXD1,161829,0.00631808,0.0634931,0.0995081,,,,,,,
RHOV,171177,0.00631305,0.172846,0.0365242,,,,,,,
VBP1,7411,0.00630915,0.141579,0.0445628,,,,,,,
SLC16A6,9120,0.00630822,0.0850278,0.0741901,,,,,,,
CCDC8,83987,0.00630695,0.111796,0.0564149,,,,,,,
CELF3,11189,0.00630663,0.177897,0.0354511,,,,,,,
KIAA0226,9711,0.00630571,0.0604642,0.104288,,,,,,,
CCDC117,150275,0.0063019,0.0972536,0.0647986,,,,,,,
ADAMTS20,80070,0.00630184,0.0724914,0.0869322,,,,,,,
EVL,51466,0.00630096,0.130136,0.0484181,,,X,X,X,X,X
TPX2,22974,0.00629799,0.0525287,0.119896,,,,,,,
IL1A,3552,0.00629639,0.0954818,0.0659434,,,,,,,
EID1,23741,0.006294,0.176794,0.0356007,,,,,,,
PPIG,9360,0.00629172,0.109168,0.0576335,,,,,,,
TTPA,7274,0.00629143,0.0724086,0.0868878,,,,,,,
SPATA2,9825,0.0062843,0.0495046,0.126944,,,,,,,
CNOT7,29883,0.00627656,0.100536,0.0624308,,,,,,,
NOB1,28987,0.00627533,0.0641143,0.0978772,,,,,,,
KCNJ5,3762,0.0062702,0.0644698,0.0972579,X,X,,,,,
SLC25A42,284439,0.00626997,0.214805,0.0291891,,,,,,,
ACBD6,84320,0.00626947,0.0483148,0.129763,,,,,,,
PUS3,83480,0.00626604,0.149519,0.0419081,,,,,,,
PRR13,54458,0.00626392,0.188558,0.0332201,,,,,,,
ZZZ3,26009,0.00626316,0.192321,0.0325662,,,,,,,
TAP1,6890,0.00625898,0.0704015,0.0889041,,,,,,,
POMC,5443,0.00625839,0.159059,0.0393463,X,,,,,,
GNRHR,2798,0.00625787,0.0750366,0.0833975,,,,,,,
CTRB2,440387,0.00625736,0.158206,0.039552,,,,,,,
UFM1,51569,0.00624988,0.0960661,0.0650582,,,,,,,
ECI2,10455,0.00624896,0.101617,0.0614949,,,,,,,
CYCS,54205,0.00624641,0.113204,0.0551785,,,,,,,
CPN2,1370,0.00624241,0.12103,0.0515775,,,,,,,
HGC6.3,100128124,0.00623931,0.223723,0.0278885,,,,,,,
EDC3,80153,0.0062384,0.160245,0.0389303,,,,,,,
LOC554174,554174,0.00623692,0.0646573,0.0964613,,,,,,,
C3orf37,56941,0.00623203,0.0654384,0.0952352,,,,,,,
ZNF557,79230,0.00623191,0.060267,0.103405,,,,,,,
HPS6,79803,0.00623148,0.139209,0.0447636,,,,,,,
C1orf94,84970,0.00622908,0.158609,0.0392731,,,,,,,
YKT6,10652,0.0062288,0.154022,0.0404411,,,,,,,
WDSUB1,151525,0.00622487,0.190119,0.0327419,,,,,,,
ZNF830,91603,0.00622459,0.102148,0.0609367,,,,,,,
JOSD2,126119,0.0062207,0.228571,0.0272156,,,,,,,
PRR4,11272,0.00622013,0.163186,0.0381168,,,,,,,
DGKQ,1609,0.00621989,0.0492505,0.126291,,,,,,,
OGT,8473,0.00621978,0.207067,0.0300375,,,,,,,
RGS13,6003,0.00621575,0.0760589,0.0817228,,,,,,,
ZNF326,284695,0.00621443,0.114382,0.0543303,,,,,,,
C9orf9,11092,0.00621117,0.232563,0.0267075,,,,,,,
FAM64A,54478,0.00620767,0.19819,0.0313218,,,,,,,
NUDT1,4521,0.00620698,0.0897086,0.0691904,,,,,,,
DSG4,147409,0.00620552,0.0653211,0.0950004,,,,,,,
TOB1,10140,0.00620541,0.148495,0.0417888,,,,,,,
SEC63,11231,0.00620507,0.135094,0.0459316,,,,,,,
MRPL19,9801,0.00620436,0.18263,0.0339722,,,,,,,
UBA1,7317,0.00620434,0.0308542,0.201086,,,,,,,
ORC5,5001,0.00620427,0.076781,0.0808047,,,,,,,
EIF6,3692,0.0062041,0.0838996,0.0739467,,,,,,,
ATP6V0B,533,0.00620179,0.256737,0.0241561,,,,,,,
FBXW2,26190,0.00619622,0.0746881,0.0829613,,,,,,,
POLR3D,661,0.00619594,0.164916,0.0375702,,,,,,,
NEK9,91754,0.00619451,0.133273,0.0464799,,,,,,,
GUCY1B2,2974,0.00619366,0.153194,0.0404301,,,,,,,
LSM14B,149986,0.0061905,0.0724453,0.0854507,,,,,,,
BAG5,9529,0.00618691,0.0670691,0.0922467,,,,,,,
HOXA7,3204,0.00618605,0.0972751,0.0635934,,,,,,,
RSG1,79363,0.00618586,0.0829692,0.0745562,,,,,,,
DNAJB13,374407,0.00618147,0.056408,0.109585,,,,,,,
CD3D,915,0.00617864,0.180527,0.0342256,,,,,,,
ZNF429,353088,0.00617846,0.103074,0.059942,,,,,,,
TMCO4,255104,0.00617587,0.0766971,0.0805228,,,,,,,
SLC12A3,6559,0.00617498,0.160572,0.038456,,,,,,,
IDE,3416,0.00617191,0.0488036,0.126464,,,,,,,
MYOZ1,58529,0.00616986,0.0619378,0.0996138,,,,,,,
CCDC28A,25901,0.00616869,0.051072,0.120784,,,,,,,
SDSL,113675,0.00616786,0.253724,0.0243093,,,,,,,
IMPDH2,3615,0.00616539,0.125974,0.0489418,,,,,,,
TCTEX1D2,255758,0.00616479,0.172779,0.0356802,,,,,,,
ZNF555,148254,0.00616276,0.0646992,0.0952525,,,,,,,
RIBC1,158787,0.00615894,0.0843612,0.0730067,,,,,,,
ERLIN2,11160,0.00615814,0.0926239,0.0664855,,,,,,,
RXFP4,339403,0.00615667,0.151692,0.0405865,,,,,,,
ACOT2,10965,0.0061543,0.187767,0.0327762,,,,,,,
TAS2R50,259296,0.00615316,0.160322,0.0383799,,,,,,,
TRMT61A,115708,0.00615234,0.0449247,0.136948,,,,,,,
TRIP13,9319,0.00615061,0.0466069,0.131968,,,,,,,
HIST1H2BJ,8970,0.00614926,0.141882,0.0433407,,,,,,,
NDUFS7,374291,0.00614617,0.166548,0.0369032,,,,,,,
CLIC6,54102,0.00614486,0.0254426,0.241519,,,,,,,
TMED10,10972,0.00614427,0.0706969,0.08691,,,,,,,
TFAP4,7023,0.00614312,0.0394151,0.155857,,,,,,,
ZDHHC20,253832,0.00614116,0.209503,0.029313,,,,,,,
ORAI2,80228,0.0061401,0.0968792,0.0633789,,,,,,,
TNFRSF13C,115650,0.00613981,0.0635092,0.0966759,,,,,,,
BANF2,140836,0.0061383,0.0811133,0.0756756,,,,,,,
KIAA1549,57670,0.00613727,0.0346969,0.176882,,,,,,,
NOC3L,64318,0.0061369,0.12078,0.0508108,,,,,,,
EBPL,84650,0.0061369,0.174514,0.0351657,,,,,,,
CLCN7,1186,0.00613273,0.0988384,0.062048,,,,,,,
SLC10A1,6554,0.00612826,0.0730383,0.0839047,,,,,,,
LRP5,4041,0.00612446,0.0731136,0.0837663,X,,,,,,
EBI3,10148,0.00612104,0.13347,0.0458608,,,,,,,
C18orf32,497661,0.00612069,0.14335,0.0426975,,,,,,,
AGK,55750,0.00611943,0.0803994,0.0761129,,,,,,,
C20orf196,149840,0.00611902,0.102339,0.0597916,,,,,,,
GJD3,125111,0.00611827,0.0645591,0.0947701,,,,,,,
PLAGL1,5325,0.00611696,0.170847,0.0358038,,,,,,,
SLC41A1,254428,0.00611542,0.0452142,0.135254,,,,,,,
TNFSF10,8743,0.00611519,0.224042,0.0272948,X,,,,,,
MGC16025,85009,0.00611425,0.0820361,0.0745312,,,,,,,
CHRNB4,1143,0.00611097,0.0656174,0.0931303,X,X,,,,,
LAPTM4A,9741,0.00611016,0.135907,0.0449584,,,,,,,
ZKSCAN4,387032,0.00610477,0.0898588,0.0679374,,,,,,,
B4GALNT2,124872,0.00610446,0.124744,0.0489359,,,,,,,
CH25H,9023,0.00610242,0.133057,0.0458633,,,,,,,
TOMM40L,84134,0.00610203,0.167423,0.0364468,,,,,,,
NPM1,4869,0.00609836,0.158612,0.0384483,,,,,,,
SPANXB1,728695,0.0060971,0.0852566,0.0715147,,,,,,,
TMEM115,11070,0.00609633,0.065573,0.0929701,,,,,,,
HSDL1,83693,0.00609379,0.157844,0.0386065,,,,,,,
TMEM176B,28959,0.00608934,0.107572,0.0566072,,,,,,,
LPHN3,23284,0.00608717,0.044746,0.136038,,,,,,,
C10orf88,80007,0.00608675,0.134002,0.0454229,,,,,,,
SMC4,10051,0.00608526,0.0545042,0.111648,,,,,,,
ITGA10,8515,0.00608488,0.0765373,0.0795022,,,X,X,X,X,X
FAM216A,29902,0.00608328,0.0743621,0.0818062,,,,,,,
DYNC1LI1,51143,0.00608147,0.0970622,0.0626554,,,,,,,
RINT1,60561,0.00607686,0.0899554,0.0675541,,,,,,,
TRMT10B,158234,0.00607366,0.0686541,0.0884676,,,,,,,
SLC9B2,133308,0.00607312,0.0491307,0.123612,,,,,,,
TP53INP2,58476,0.00607237,0.0489055,0.124165,,,,,,,
SPSB2,84727,0.00607157,0.169408,0.0358399,,,,,,,
ARL2BP,23568,0.00607089,0.11105,0.0546682,,,,,,,
TNFSF9,8744,0.00607029,0.11292,0.0537574,X,,,,,,
RSPO1,284654,0.00607016,0.12211,0.0497107,,,,,,,
GGT6,124975,0.00606703,0.237337,0.0255629,,,,,,,
RNF20,56254,0.0060669,0.0567592,0.106888,,,,,,,
ZNF536,9745,0.00606415,0.204545,0.029647,,,X,,X,,
ATP1A4,480,0.00606365,0.0880801,0.0688425,,,,,,,
PARP2,10038,0.00606311,0.0622729,0.0973635,,,,,,,
TBCEL,219899,0.00606214,0.0989427,0.0612693,,,,,,,
VPREB3,29802,0.00605927,0.0963606,0.0628812,,,,,,,
IBSP,3381,0.00605563,0.0579705,0.104461,,,,,,,
SEPT4,5414,0.00605546,0.037966,0.159497,,,,,,,
HKR1,284459,0.00605505,0.0614933,0.0984667,,,,,,,
STK38L,23012,0.00605476,0.0541249,0.111866,,,,,,,
MAGOHB,55110,0.00605187,0.203893,0.0296816,,,,,,,
OR51G1,79324,0.00604774,0.0748968,0.0807476,,,,,,,
LHFPL4,375323,0.00604743,0.107658,0.0561726,,,,,,,
DARS2,55157,0.00604656,0.0969591,0.062362,,,,,,,
C2orf28,51374,0.00604426,0.0899101,0.0672256,,,,,,,
MMP13,4322,0.0060391,0.0761308,0.0793253,,,,,,,
LTBP3,4054,0.00603664,0.124053,0.0486617,,,,,,,
SPAST,6683,0.00603295,0.13264,0.0454835,,,X,X,X,X,X
NKX2-3,159296,0.00603126,0.129956,0.0464099,,,,,,,
LRRN4CL,221091,0.00602549,0.0806684,0.0746946,,,,,,,
C1orf201,90529,0.00602425,0.0403132,0.149436,,,,,,,
ZNF610,162963,0.00602181,0.0667573,0.0902045,,,,,,,
TUT1,64852,0.0060165,0.0633952,0.0949048,,,,,,,
MLF1IP,79682,0.00600954,0.0699024,0.0859704,,,,,,,
CAPN12,147968,0.00600868,0.234635,0.0256087,,,,,,,
BAMBI,25805,0.00600827,0.12234,0.0491112,,,,,,,
GBP7,388646,0.00600754,0.0642045,0.0935688,,,,,,,
DHRS12,79758,0.00600723,0.118786,0.0505718,,,,,,,
TYROBP,7305,0.00600537,0.117985,0.0508992,,,X,X,X,X,X
AGAP3,116988,0.0060052,0.20876,0.0287661,,,,,,,
ING5,84289,0.0060051,0.106335,0.0564734,,,,,,,
SLC35A4,113829,0.00600297,0.0658355,0.0911814,,,,,,,
RCC1,1104,0.00600091,0.128021,0.0468743,,,,,,,
SLC22A25,387601,0.00600028,0.0646264,0.0928457,,,,,,,
UXS1,80146,0.00599977,0.121034,0.0495708,,,,,,,
NOL8,55035,0.00599933,0.0752695,0.0797046,,,,,,,
VTI1B,10490,0.00599886,0.106789,0.0561748,,,,,,,
ADAMTS7,11173,0.0059987,0.126097,0.0475722,,,,,,,
MYL2,4633,0.00599741,0.0947077,0.0633254,,,,,,,
HLA-DOA,3111,0.00599586,0.0529089,0.113324,,,,,,,
KRT83,3889,0.00599425,0.0749915,0.0799324,,,,,,,
GDF11,10220,0.0059887,0.0889258,0.0673449,,,X,,X,,
TNNT1,7138,0.00598784,0.153106,0.0391091,,,,,,,
SMAGP,57228,0.00598737,0.075777,0.079013,,,,,,,
TTC22,55001,0.00598722,0.0608781,0.0983477,,,,,,,
ERRFI1,54206,0.00598675,0.0500873,0.119526,,,,,,,
FGD2,221472,0.00598632,0.113759,0.0526226,,,,,,,
RTF1,23168,0.00598585,0.0605345,0.0988832,,,,,,,
FOXO4,4303,0.0059821,0.0655291,0.0912893,,,,,,,
LINC00574,80069,0.00598072,0.115703,0.0516903,,,,,,,
SMARCA2,6595,0.00597788,0.105398,0.0567172,,,,,,,
DUSP15,128853,0.00597726,0.107331,0.0556898,,,,,,,
CSMD2,114784,0.0059757,0.0216638,0.275838,,,,,,,
ADD1,118,0.0059725,0.109917,0.0543365,,,,,,,
UBAP2L,9898,0.00597237,0.0811324,0.0736126,,,,,,,
NCKAP1L,3071,0.00597173,0.0355601,0.167934,,,,,,,
ELOVL1,64834,0.00597149,0.0673514,0.0886617,,,,,,,
FPR3,2359,0.00596993,0.0752238,0.0793623,,,,,,,
BID,637,0.00596949,0.244436,0.0244215,,,,,,,
USP24,23358,0.00596702,0.029365,0.203202,,,,,,,
SF3B5,83443,0.00596512,0.120445,0.0495256,,,,,,,
ZNF317,57693,0.00596429,0.0729012,0.0818133,,,,,,,
ZNF692,55657,0.00596409,0.201765,0.0295596,,,,,,,
ZFYVE16,9765,0.00596167,0.153816,0.0387586,,,,,,,
TM6SF2,53345,0.00596106,0.0843152,0.0706997,,,,,,,
GIGYF2,26058,0.00596077,0.0540477,0.110287,,,X,,X,,
C16orf74,404550,0.00595878,0.102228,0.0582889,,,,,,,
SNRNP27,11017,0.00595619,0.132466,0.0449641,,,,,,,
GPD1,2819,0.00595538,0.115052,0.0517623,,,,,,,
NDUFB8,4714,0.00595513,0.110919,0.0536888,,,,,,,
F9,2158,0.00595107,0.0674572,0.08822,,,,,,,
C17orf53,78995,0.00594732,0.0786703,0.075598,,,,,,,
C16orf73,254528,0.00594502,0.0826778,0.0719059,,,,,,,
DBI,1622,0.00594201,0.122255,0.0486033,X,X,,,,,
HIST1H2BO,8348,0.00594147,0.0978508,0.0607197,,,,,,,
PPP1R8,5511,0.00594077,0.117516,0.0505528,,,,,,,
PABPN1,8106,0.00594045,0.0941863,0.0630713,,,,,,,
TMEM9B,56674,0.00593744,0.0705713,0.084134,,,,,,,
VPS33A,65082,0.00593405,0.126014,0.0470905,,,,,,,
DCAF8,50717,0.00593247,0.0902592,0.065727,,,,,,,
CUL9,23113,0.00592715,0.0498155,0.118982,,,,,,,
ZC2HC1A,51101,0.0059271,0.150999,0.0392527,,,,,,,
LPAR2,9170,0.00592684,0.104184,0.056888,,,,,,,
KPNA3,3839,0.00592509,0.161143,0.0367692,,,,,,,
KDM3B,51780,0.00592494,0.0543173,0.10908,,,,,,,
SALL3,27164,0.00592408,0.110583,0.0535712,,,X,,X,,X
NDUFAF4,29078,0.00592367,0.16749,0.0353673,,,,,,,
OR7A5,26659,0.0059235,0.119833,0.0494311,,,,,,,
SRRM2,23524,0.00592069,0.118859,0.0498129,,,,,,,
LTA,4049,0.00591932,0.0786078,0.0753019,X,,,,X,,
RALBP1,10928,0.00591797,0.0634864,0.0932164,,,,,,,
RBM33,155435,0.00591696,0.0421343,0.140431,,,,,,,
GPR128,84873,0.00591514,0.0816063,0.0724838,,,,,,,
FAM161B,145483,0.00591302,0.221466,0.0266995,,,,,,,
RPL19,6143,0.00591123,0.0965868,0.0612013,,,,,,,
GLB1L3,112937,0.00590855,0.146917,0.0402168,,,,,,,
ABCA2,20,0.00590771,0.0466782,0.126562,,,,,,,
PRRG4,79056,0.00590743,0.045462,0.129942,,,,,,,
SUPT4H1,6827,0.00590652,0.0941153,0.0627583,,,,,,,
MMRN1,22915,0.00590623,0.0513698,0.114975,,,,,,,
TAF8,129685,0.00590618,0.103253,0.0572008,,,,,,,
POLI,11201,0.0059027,0.111942,0.05273,,,,,,,
CYFIP2,26999,0.00590249,0.0651581,0.0905872,,,,,,,
CBX4,8535,0.00590219,0.0663628,0.0889382,,,,,,,
ENSA,2029,0.0058999,0.186542,0.0316277,X,,,,,,
ITGB4,3691,0.00589816,0.0425777,0.138527,,,,,,,
OTUD6A,139562,0.00589769,0.238266,0.0247526,,,,,,,
ATP5G1,516,0.00589624,0.0718127,0.0821057,,,,,,,
CD209,30835,0.00589453,0.0660443,0.0892512,,,,,,,
H6PD,9563,0.00589348,0.0769594,0.076579,,,,,,,
GPR141,353345,0.00588748,0.0769036,0.0765567,,,,,,,
EDN3,1908,0.00588729,0.136578,0.0431057,X,X,X,,X,,
STX3,6809,0.00588725,0.142514,0.0413099,X,X,X,X,X,,X
FOXD1,2297,0.00588512,0.294295,0.0199974,,,X,X,X,X,X
SDF4,51150,0.00588397,0.166519,0.0353352,,,,,,,
ASAP2,8853,0.0058836,0.0300825,0.195582,,,,,,,
GPR18,2841,0.00588157,0.0711674,0.0826441,,,,,,,
OR52N5,390075,0.0058799,0.110623,0.0531527,,,,,,,
ATG16L1,55054,0.00587863,0.054136,0.10859,,,,,,,
ITGB7,3695,0.0058762,0.137707,0.0426719,,,,,,,
SLC6A14,11254,0.005875,0.0800548,0.0733873,,,,,,,
SLC41A2,84102,0.00587095,0.0975441,0.0601877,,,,,,,
INO80C,125476,0.00586763,0.07358,0.0797449,,,,,,,
PROC,5624,0.0058666,0.0969101,0.0605365,,,,,,,
SLC16A3,9123,0.0058662,0.124804,0.0470032,,,,,,,
UBA3,9039,0.00586509,0.164398,0.0356762,,,,,,,
CCNH,902,0.00586287,0.0405374,0.144628,,,,,,,
ZXDA,7789,0.00586143,0.100436,0.0583599,,,,,,,
ZNF202,7753,0.00586031,0.118683,0.049378,,,,,,,
