Gene ID,Symbol,Name
9783,RIMS3,regulating synaptic membrane exocytosis 3
3640,INSL3,insulin-like 3 (Leydig cell)
3641,INSL4,insulin-like 4 (placenta)
9787,DLGAP5,"discs, large (Drosophila) homolog-associated protein 5"
9789,SPCS2,signal peptidase complex subunit 2 homolog (S. cerevisiae)
1601,DAB2,"Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)"
5697,PYY,peptide YY
3651,PDX1,pancreatic and duodenal homeobox 1
24145,PANX1,pannexin 1
3667,IRS1,insulin receptor substrate 1
5715,PSMD9,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9"
1621,DBH,dopamine beta-hydroxylase (dopamine beta-monooxygenase)
3670,ISL1,ISL LIM homeobox 1
1622,DBI,"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)"
347730,LRRTM1,leucine rich repeat transmembrane neuronal 1
1627,DBN1,drebrin 1
56923,NMUR2,neuromedin U receptor 2
5728,PTEN,phosphatase and tensin homolog
7779,SLC30A1,"solute carrier family 30 (zinc transporter), member 1"
3689,ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
5739,PTGIR,prostaglandin I2 (prostacyclin) receptor (IP)
1644,DDC,dopa decarboxylase (aromatic L-amino acid decarboxylase)
5741,PTH,parathyroid hormone
5742,PTGS1,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
7791,ZYX,zyxin
5743,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
5744,PTHLH,parathyroid hormone-like hormone
116337,PANX3,pannexin 3
50801,KCNK4,"potassium channel, two pore domain subfamily K, member 4"
5747,PTK2,protein tyrosine kinase 2
54899,PXK,PX domain containing serine/threonine kinase
149111,CNIH3,cornichon family AMPA receptor auxiliary protein 3
3706,ITPKA,inositol-trisphosphate 3-kinase A
3708,ITPR1,"inositol 1,4,5-trisphosphate receptor, type 1"
7804,LRP8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
3709,ITPR2,"inositol 1,4,5-trisphosphate receptor, type 2"
3710,ITPR3,"inositol 1,4,5-trisphosphate receptor, type 3"
9854,C2CD2L,C2CD2-like
81539,SLC38A1,"solute carrier family 38, member 1"
3717,JAK2,Janus kinase 2
26251,KCNG2,"potassium channel, voltage gated modifier subfamily G, member 2"
3728,JUP,junction plakoglobin
26258,BLOC1S6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin"
5781,PTPN11,"protein tyrosine phosphatase, non-receptor type 11"
3736,KCNA1,"potassium channel, voltage gated shaker related subfamily A, member 1"
3737,KCNA2,"potassium channel, voltage gated shaker related subfamily A, member 2"
3738,KCNA3,"potassium channel, voltage gated shaker related subfamily A, member 3"
3739,KCNA4,"potassium channel, voltage gated shaker related subfamily A, member 4"
392862,GRID2IP,"glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein"
3741,KCNA5,"potassium channel, voltage gated shaker related subfamily A, member 5"
3742,KCNA6,"potassium channel, voltage gated shaker related subfamily A, member 6"
50846,DHH,desert hedgehog
3743,KCNA7,"potassium channel, voltage gated shaker related subfamily A, member 7"
3744,KCNA10,"potassium channel, voltage gated shaker related subfamily A, member 10"
5792,PTPRF,"protein tyrosine phosphatase, receptor type, F"
3745,KCNB1,"potassium channel, voltage gated Shab related subfamily B, member 1"
3746,KCNC1,"potassium channel, voltage gated Shaw related subfamily C, member 1"
3747,KCNC2,"potassium channel, voltage gated Shaw related subfamily C, member 2"
9892,SNAP91,"synaptosomal-associated protein, 91kDa"
3748,KCNC3,"potassium channel, voltage gated Shaw related subfamily C, member 3"
3749,KCNC4,"potassium channel, voltage gated Shaw related subfamily C, member 4"
3750,KCND1,"potassium channel, voltage gated Shal related subfamily D, member 1"
3751,KCND2,"potassium channel, voltage gated Shal related subfamily D, member 2"
3752,KCND3,"potassium channel, voltage gated Shal related subfamily D, member 3"
7849,PAX8,paired box 8
26281,FGF20,fibroblast growth factor 20
3754,KCNF1,"potassium channel, voltage gated modifier subfamily F, member 1"
3755,KCNG1,"potassium channel, voltage gated modifier subfamily G, member 1"
9899,SV2B,synaptic vesicle glycoprotein 2B
3756,KCNH1,"potassium channel, voltage gated eag related subfamily H, member 1"
9900,SV2A,synaptic vesicle glycoprotein 2A
3757,KCNH2,"potassium channel, voltage gated eag related subfamily H, member 2"
3758,KCNJ1,"potassium channel, inwardly rectifying subfamily J, member 1"
7855,FZD5,frizzled class receptor 5
3759,KCNJ2,"potassium channel, inwardly rectifying subfamily J, member 2"
3760,KCNJ3,"potassium channel, inwardly rectifying subfamily J, member 3"
3761,KCNJ4,"potassium channel, inwardly rectifying subfamily J, member 4"
3762,KCNJ5,"potassium channel, inwardly rectifying subfamily J, member 5"
3763,KCNJ6,"potassium channel, inwardly rectifying subfamily J, member 6"
26291,FGF21,fibroblast growth factor 21
3764,KCNJ8,"potassium channel, inwardly rectifying subfamily J, member 8"
3765,KCNJ9,"potassium channel, inwardly rectifying subfamily J, member 9"
89780,WNT3A,"wingless-type MMTV integration site family, member 3A"
3766,KCNJ10,"potassium channel, inwardly rectifying subfamily J, member 10"
3767,KCNJ11,"potassium channel, inwardly rectifying subfamily J, member 11"
3768,KCNJ12,"potassium channel, inwardly rectifying subfamily J, member 12"
3770,KCNJ14,"potassium channel, inwardly rectifying subfamily J, member 14"
5818,PVRL1,poliovirus receptor-related 1 (herpesvirus entry mediator C)
3772,KCNJ15,"potassium channel, inwardly rectifying subfamily J, member 15"
3773,KCNJ16,"potassium channel, inwardly rectifying subfamily J, member 16"
7869,SEMA3B,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"
3775,KCNK1,"potassium channel, two pore domain subfamily K, member 1"
1728,NQO1,"NAD(P)H dehydrogenase, quinone 1"
3776,KCNK2,"potassium channel, two pore domain subfamily K, member 2"
3777,KCNK3,"potassium channel, two pore domain subfamily K, member 3"
3778,KCNMA1,"potassium channel, calcium activated large conductance subfamily M alpha, member 1"
3779,KCNMB1,potassium channel subfamily M regulatory beta subunit 1
3780,KCNN1,"potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 1"
3781,KCNN2,"potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 2"
1734,DIO2,"deiodinase, iodothyronine, type II"
3782,KCNN3,"potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 3"
57030,SLC17A7,"solute carrier family 17 (vesicular glutamate transporter), member 7"
3783,KCNN4,"potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 4"
3784,KCNQ1,"potassium channel, voltage gated KQT-like subfamily Q, member 1"
3785,KCNQ2,"potassium channel, voltage gated KQT-like subfamily Q, member 2"
7881,KCNAB1,"potassium channel, voltage gated subfamily A regulatory beta subunit 1"
3786,KCNQ3,"potassium channel, voltage gated KQT-like subfamily Q, member 3"
3787,KCNS1,"potassium voltage-gated channel, modifier subfamily S, member 1"
1739,DLG1,"discs, large homolog 1 (Drosophila)"
1740,DLG2,"discs, large homolog 2 (Drosophila)"
3788,KCNS2,"potassium voltage-gated channel, modifier subfamily S, member 2"
1741,DLG3,"discs, large homolog 3 (Drosophila)"
1742,DLG4,"discs, large homolog 4 (Drosophila)"
3790,KCNS3,"potassium voltage-gated channel, modifier subfamily S, member 3"
3791,KDR,kinase insert domain receptor
3798,KIF5A,kinesin family member 5A
116443,GRIN3A,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3A"
1756,DMD,dystrophin
57053,CHRNA10,"cholinergic receptor, nicotinic, alpha 10 (neuronal)"
116444,GRIN3B,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3B"
89822,KCNK17,"potassium channel, two pore domain subfamily K, member 17"
1760,DMPK,dystrophia myotonica-protein kinase
5861,RAB1A,"RAB1A, member RAS oncogene family"
3814,KISS1,KiSS-1 metastasis-suppressor
3815,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog
5864,RAB3A,"RAB3A, member RAS oncogene family"
5865,RAB3B,"RAB3B, member RAS oncogene family"
7915,ALDH5A1,"aldehyde dehydrogenase 5 family, member A1"
5868,RAB5A,"RAB5A, member RAS oncogene family"
79608,RIC3,RIC3 acetylcholine receptor chaperone
1785,DNM2,dynamin 2
57084,SLC17A6,"solute carrier family 17 (vesicular glutamate transporter), member 6"
9982,FGFBP1,fibroblast growth factor binding protein 1
50944,SHANK1,SH3 and multiple ankyrin repeat domains 1
3845,KRAS,Kirsten rat sarcoma viral oncogene homolog
5894,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
1808,DPYSL2,dihydropyrimidinase-like 2
5906,RAP1A,"RAP1A, member of RAS oncogene family"
10003,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2
1812,DRD1,dopamine receptor D1
5908,RAP1B,"RAP1B, member of RAS oncogene family"
1813,DRD2,dopamine receptor D2
1814,DRD3,dopamine receptor D3
1815,DRD4,dopamine receptor D4
1816,DRD5,dopamine receptor D5
5913,RAPSN,receptor-associated protein of the synapse
5914,RARA,"retinoic acid receptor, alpha"
5923,RASGRF1,Ras protein-specific guanine nucleotide-releasing factor 1
5924,RASGRF2,Ras protein-specific guanine nucleotide-releasing factor 2
10021,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4
91942,NDUFAF2,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2"
1837,DTNA,"dystrobrevin, alpha"
5936,RBM4,RNA binding motif protein 4
5950,RBP4,"retinol binding protein 4, plasma"
1855,DVL1,dishevelled segment polarity protein 1
3906,LALBA,"lactalbumin, alpha-"
3908,LAMA2,"laminin, alpha 2"
10052,GJC1,"gap junction protein, gamma 1, 45kDa"
1861,TOR1A,"torsin family 1, member A (torsin A)"
79690,GAL3ST4,galactose-3-O-sulfotransferase 4
91978,TPGS1,tubulin polyglutamylase complex subunit 1
10060,ABCC9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9"
57165,GJC2,"gap junction protein, gamma 2, 47kDa"
94030,LRRC4B,leucine rich repeat containing 4B
83795,KCNK16,"potassium channel, two pore domain subfamily K, member 16"
5978,REST,RE1-silencing transcription factor
10077,TSPAN32,tetraspanin 32
28514,DLL1,delta-like 1 (Drosophila)
5991,RFX3,"regulatory factor X, 3 (influences HLA class II expression)"
10089,KCNK7,"potassium channel, two pore domain subfamily K, member 7"
3952,LEP,leptin
1906,EDN1,endothelin 1
1907,EDN2,endothelin 2
1908,EDN3,endothelin 3
145270,PRIMA1,proline rich membrane anchor 1
6014,RIT2,Ras-like without CAAX 2
3972,LHB,luteinizing hormone beta polypeptide
3975,LHX1,LIM homeobox 1
3976,LIF,leukemia inhibitory factor
8074,FGF23,fibroblast growth factor 23
51083,GAL,galanin/GMAP prepropeptide
59283,CACNG8,"calcium channel, voltage-dependent, gamma subunit 8"
51092,SIDT2,"SID1 transmembrane family, member 2"
1942,EFNA1,ephrin-A1
90007,MIDN,midnolin
10135,NAMPT,nicotinamide phosphoribosyltransferase
1943,EFNA2,ephrin-A2
1944,EFNA3,ephrin-A3
3992,FADS1,fatty acid desaturase 1
1945,EFNA4,ephrin-A4
1946,EFNA5,ephrin-A5
1947,EFNB1,ephrin-B1
8091,HMGA2,high mobility group AT-hook 2
1948,EFNB2,ephrin-B2
1949,EFNB3,ephrin-B3
10142,AKAP9,A kinase (PRKA) anchor protein 9
1956,EGFR,epidermal growth factor receptor
1958,EGR1,early growth response 1
81831,NETO2,neuropilin (NRP) and tolloid (TLL)-like 2
1959,EGR2,early growth response 2
1960,EGR3,early growth response 3
94121,SYTL4,synaptotagmin-like 4
81832,NETO1,neuropilin (NRP) and tolloid (TLL)-like 1
4012,LNPEP,leucyl/cystinyl aminopeptidase
8111,GPR68,G protein-coupled receptor 68
10164,CHST4,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4
147381,CBLN2,cerebellin 2 precursor
8120,AP3B2,"adaptor-related protein complex 3, beta 2 subunit"
4036,LRP2,low density lipoprotein receptor-related protein 2
4040,LRP6,low density lipoprotein receptor-related protein 6
4041,LRP5,low density lipoprotein receptor-related protein 5
6092,ROBO2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)"
59341,TRPV4,"transient receptor potential cation channel, subfamily V, member 4"
286676,ILDR1,immunoglobulin-like domain containing receptor 1
4049,LTA,lymphotoxin alpha
440279,UNC13C,unc-13 homolog C (C. elegans)
4050,LTB,"lymphotoxin beta (TNF superfamily, member 3)"
26585,GREM1,"gremlin 1, DAN family BMP antagonist"
4061,LY6E,"lymphocyte antigen 6 complex, locus E"
51167,CYB5R4,cytochrome b5 reductase 4
4067,LYN,"LYN proto-oncogene, Src family tyrosine kinase"
4068,SH2D1A,SH2 domain containing 1A
2028,ENPEP,glutamyl aminopeptidase (aminopeptidase A)
2029,ENSA,endosulfine alpha
2030,SLC29A1,"solute carrier family 29 (equilibrative nucleoside transporter), member 1"
4082,MARCKS,myristoylated alanine-rich protein kinase C substrate
2036,EPB41L1,erythrocyte membrane protein band 4.1-like 1
4087,SMAD2,SMAD family member 2
57338,JPH3,junctophilin 3
2044,EPHA5,EPH receptor A5
124925,SEZ6,seizure related 6 homolog (mouse)
10239,AP3S2,"adaptor-related protein complex 3, sigma 2 subunit"
2047,EPHB1,EPH receptor B1
