Gene ID,Symbol,Name
7869,SEMA3B,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"
65217,PCDH15,protocadherin-related 15
1729,DIAPH1,diaphanous-related formin 1
3778,KCNMA1,"potassium channel, calcium activated large conductance subfamily M alpha, member 1"
5830,PEX5,peroxisomal biogenesis factor 5
3785,KCNQ2,"potassium channel, voltage gated KQT-like subfamily Q, member 2"
3786,KCNQ3,"potassium channel, voltage gated KQT-like subfamily Q, member 3"
91851,CHRDL1,chordin-like 1
1739,DLG1,"discs, large homolog 1 (Drosophila)"
1740,DLG2,"discs, large homolog 2 (Drosophila)"
1741,DLG3,"discs, large homolog 3 (Drosophila)"
1742,DLG4,"discs, large homolog 4 (Drosophila)"
3791,KDR,kinase insert domain receptor
1745,DLX1,distal-less homeobox 1
1746,DLX2,distal-less homeobox 2
81618,ITM2C,integral membrane protein 2C
1749,DLX5,distal-less homeobox 5
3798,KIF5A,kinesin family member 5A
3799,KIF5B,kinesin family member 5B
3800,KIF5C,kinesin family member 5C
116443,GRIN3A,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3A"
161497,STRC,stereocilin
1756,DMD,dystrophin
7903,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
57057,TBX20,T-box 20
116448,OLIG1,oligodendrocyte transcription factor 1
222950,NYAP1,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1
5864,RAB3A,"RAB3A, member RAS oncogene family"
5872,RAB13,"RAB13, member RAS oncogene family"
79600,TCTN1,tectonic family member 1
5879,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
5880,RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"
50937,CDON,"cell adhesion associated, oncogene regulated"
255738,PCSK9,proprotein convertase subtilisin/kexin type 9
5881,RAC3,"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)"
1789,DNMT3B,DNA (cytosine-5-)-methyltransferase 3 beta
50944,SHANK1,SH3 and multiple ankyrin repeat domains 1
1793,DOCK1,dedicator of cytokinesis 1
7940,LST1,leukocyte specific transcript 1
3845,KRAS,Kirsten rat sarcoma viral oncogene homolog
5894,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
57096,RPGRIP1,retinitis pigmentosa GTPase regulator interacting protein 1
79625,NDNF,neuron-derived neurotrophic factor
1808,DPYSL2,dihydropyrimidinase-like 2
79633,FAT4,FAT atypical cadherin 4
1809,DPYSL3,dihydropyrimidinase-like 3
10002,NR2E3,"nuclear receptor subfamily 2, group E, member 3"
5906,RAP1A,"RAP1A, member of RAS oncogene family"
1812,DRD1,dopamine receptor D1
1813,DRD2,dopamine receptor D2
5911,RAP2A,"RAP2A, member of RAS oncogene family"
57113,TRPC7,"transient receptor potential cation channel, subfamily C, member 7"
5914,RARA,"retinoic acid receptor, alpha"
5915,RARB,"retinoic acid receptor, beta"
89884,LHX4,LIM homeobox 4
57118,CAMK1D,calcium/calmodulin-dependent protein kinase ID
1826,DSCAM,Down syndrome cell adhesion molecule
5923,RASGRF1,Ras protein-specific guanine nucleotide-releasing factor 1
5925,RB1,retinoblastoma 1
55079,FEZF2,FEZ family zinc finger 2
7976,FZD3,frizzled class receptor 3
79659,DYNC2H1,"dynein, cytoplasmic 2, heavy chain 1"
134957,STXBP5,syntaxin binding protein 5 (tomosyn)
1840,DTX1,"deltex 1, E3 ubiquitin ligase"
57142,RTN4,reticulon 4
3897,L1CAM,L1 cell adhesion molecule
139065,SLITRK4,"SLIT and NTRK-like family, member 4"
1855,DVL1,dishevelled segment polarity protein 1
10048,RANBP9,RAN binding protein 9
3908,LAMA2,"laminin, alpha 2"
1861,TOR1A,"torsin family 1, member A (torsin A)"
3912,LAMB1,"laminin, beta 1"
3913,LAMB2,"laminin, beta 2 (laminin S)"
3915,LAMC1,"laminin, gamma 1 (formerly LAMB2)"
8013,NR4A3,"nuclear receptor subfamily 4, group A, member 3"
55118,CRTAC1,cartilage acidic protein 1
3925,STMN1,stathmin 1
390992,HES3,hes family bHLH transcription factor 3
8022,LHX3,LIM homeobox 3
5978,REST,RE1-silencing transcription factor
5979,RET,ret proto-oncogene
28514,DLL1,delta-like 1 (Drosophila)
10083,USH1C,"Usher syndrome 1C (autosomal recessive, severe)"
26468,LHX6,LIM homeobox 6
10084,PQBP1,polyglutamine binding protein 1
1894,ECT2,epithelial cell transforming 2
1901,S1PR1,sphingosine-1-phosphate receptor 1
79727,LIN28A,lin-28 homolog A (C. elegans)
1902,LPAR1,lysophosphatidic acid receptor 1
3952,LEP,leptin
10096,ACTR3,ARP3 actin-related protein 3 homolog (yeast)
51057,WDPCP,WD repeat containing planar cell polarity effector
1908,EDN3,endothelin 3
3956,LGALS1,"lectin, galactoside-binding, soluble, 1"
10100,TSPAN2,tetraspanin 2
51062,ATL1,atlastin GTPase 1
1910,EDNRB,endothelin receptor type B
6011,GRK1,G protein-coupled receptor kinase 1
57216,VANGL2,VANGL planar cell polarity protein 2
3975,LHX1,LIM homeobox 1
3976,LIF,leukemia inhibitory factor
3977,LIFR,leukemia inhibitory factor receptor alpha
26508,HEYL,hes-related family bHLH transcription factor with YRPW motif-like
59277,NTN4,netrin 4
3983,ABLIM1,actin binding LIM protein 1
3984,LIMK1,LIM domain kinase 1
167826,OLIG3,oligodendrocyte transcription factor 3
221074,SLC39A12,"solute carrier family 39 (zinc transporter), member 12"
1942,EFNA1,ephrin-A1
1943,EFNA2,ephrin-A2
1944,EFNA3,ephrin-A3
1945,EFNA4,ephrin-A4
1946,EFNA5,ephrin-A5
1947,EFNB1,ephrin-B1
151449,GDF7,growth differentiation factor 7
1948,EFNB2,ephrin-B2
3996,LLGL1,lethal giant larvae homolog 1 (Drosophila)
1949,EFNB3,ephrin-B3
1951,CELSR3,"cadherin, EGF LAG seven-pass G-type receptor 3"
1952,CELSR2,"cadherin, EGF LAG seven-pass G-type receptor 2"
6049,RNF6,ring finger protein (C3H2C3 type) 6
55201,MAP1S,microtubule-associated protein 1S
1954,MEGF8,multiple EGF-like-domains 8
79778,MICALL2,MICAL-like 2
1956,EGFR,epidermal growth factor receptor
8100,IFT88,intraflagellar transport 88
1959,EGR2,early growth response 2
10152,ABI2,abl-interactor 2
79784,MYH14,"myosin, heavy chain 14, non-muscle"
4009,LMX1A,"LIM homeobox transcription factor 1, alpha"
4010,LMX1B,"LIM homeobox transcription factor 1, beta"
10154,PLXNC1,plexin C1
79789,CLMN,"calmin (calponin-like, transmembrane)"
10160,FARP1,"FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)"
1969,EPHA2,EPH receptor A2
94137,RP1L1,retinitis pigmentosa 1-like 1
8128,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
4038,LRP4,low density lipoprotein receptor-related protein 4
4040,LRP6,low density lipoprotein receptor-related protein 6
6091,ROBO1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)"
6092,ROBO2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)"
6093,ROCK1,"Rho-associated, coiled-coil containing protein kinase 1"
59341,TRPV4,"transient receptor potential cation channel, subfamily V, member 4"
6094,ROM1,retinal outer segment membrane protein 1
6095,RORA,RAR-related orphan receptor A
6096,RORB,RAR-related orphan receptor B
6101,RP1,retinitis pigmentosa 1 (autosomal dominant)
6103,RPGR,retinitis pigmentosa GTPase regulator
8153,RND2,Rho family GTPase 2
4058,LTK,leukocyte receptor tyrosine kinase
2011,MARK2,MAP/microtubule affinity-regulating kinase 2
2016,EMX1,empty spiracles homeobox 1
2018,EMX2,empty spiracles homeobox 2
10210,TOPORS,"topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase"
2019,EN1,engrailed homeobox 1
4067,LYN,"LYN proto-oncogene, Src family tyrosine kinase"
10211,FLOT1,flotillin 1
2020,EN2,engrailed homeobox 2
10215,OLIG2,oligodendrocyte lineage transcription factor 2
51176,LEF1,lymphoid enhancer-binding factor 1
6121,RPE65,retinal pigment epithelium-specific protein 65kDa
4076,CAPRIN1,cell cycle associated protein 1
10220,GDF11,growth differentiation factor 11
2033,EP300,E1A binding protein p300
55283,MCOLN3,mucolipin 3
4086,SMAD1,SMAD family member 1
4089,SMAD4,SMAD family member 4
2042,EPHA3,EPH receptor A3
2043,EPHA4,EPH receptor A4
2044,EPHA5,EPH receptor A5
124925,SEZ6,seizure related 6 homolog (mouse)
2045,EPHA7,EPH receptor A7
2046,EPHA8,EPH receptor A8
100532736,MINOS1-NBL1,MINOS1-NBL1 readthrough
2047,EPHB1,EPH receptor B1
